Date,mcpc,ancillarytype
4/8/2011 3:00:00 AM,3.57000,Non Spin
4/8/2011 3:00:00 AM,9.08000,Regulation Down
4/8/2011 3:00:00 AM,5.57000,Regulation Up
4/8/2011 3:00:00 AM,5.57000,Responsive Reserve Service
4/8/2011 4:00:00 AM,3.75000,Non Spin
4/8/2011 4:00:00 AM,10.00000,Regulation Down
4/8/2011 4:00:00 AM,6.00000,Regulation Up
4/8/2011 4:00:00 AM,6.00000,Responsive Reserve Service
4/8/2011 5:00:00 AM,4.06000,Non Spin
4/8/2011 5:00:00 AM,10.49000,Regulation Down
4/8/2011 5:00:00 AM,8.15000,Regulation Up
4/8/2011 5:00:00 AM,8.15000,Responsive Reserve Service
4/8/2011 6:00:00 AM,6.02000,Non Spin
4/8/2011 6:00:00 AM,9.00000,Regulation Down
4/8/2011 6:00:00 AM,9.02000,Regulation Up
4/8/2011 6:00:00 AM,7.00000,Responsive Reserve Service
4/8/2011 7:00:00 AM,5.86000,Non Spin
4/8/2011 7:00:00 AM,7.11000,Regulation Down
4/8/2011 7:00:00 AM,6.74000,Regulation Up
4/8/2011 7:00:00 AM,6.74000,Responsive Reserve Service
4/8/2011 8:00:00 AM,6.05000,Non Spin
4/8/2011 8:00:00 AM,9.00000,Regulation Down
4/8/2011 8:00:00 AM,7.00000,Regulation Up
4/8/2011 8:00:00 AM,7.00000,Responsive Reserve Service
4/8/2011 9:00:00 AM,7.84000,Non Spin
4/8/2011 9:00:00 AM,10.00000,Regulation Down
4/8/2011 9:00:00 AM,7.25000,Regulation Up
4/8/2011 9:00:00 AM,8.00000,Responsive Reserve Service
4/8/2011 10:00:00 AM,8.00000,Non Spin
4/8/2011 10:00:00 AM,3.00000,Regulation Down
4/8/2011 10:00:00 AM,5.88000,Regulation Up
4/8/2011 10:00:00 AM,8.00000,Responsive Reserve Service
4/8/2011 11:00:00 AM,8.55000,Non Spin
4/8/2011 11:00:00 AM,3.00000,Regulation Down
4/8/2011 11:00:00 AM,6.48000,Regulation Up
4/8/2011 11:00:00 AM,8.55000,Responsive Reserve Service
4/8/2011 12:00:00 PM,7.29000,Non Spin
4/8/2011 12:00:00 PM,3.70000,Regulation Down
4/8/2011 12:00:00 PM,6.61000,Regulation Up
4/8/2011 12:00:00 PM,8.44000,Responsive Reserve Service
4/8/2011 1:00:00 PM,8.62000,Non Spin
4/8/2011 1:00:00 PM,5.00000,Regulation Down
4/8/2011 1:00:00 PM,12.65000,Regulation Up
4/8/2011 1:00:00 PM,12.81000,Responsive Reserve Service
4/8/2011 2:00:00 PM,14.84000,Non Spin
4/8/2011 2:00:00 PM,3.00000,Regulation Down
4/8/2011 2:00:00 PM,12.84000,Regulation Up
4/8/2011 2:00:00 PM,16.84000,Responsive Reserve Service
4/8/2011 3:00:00 PM,26.00000,Non Spin
4/8/2011 3:00:00 PM,1.00000,Regulation Down
4/8/2011 3:00:00 PM,25.00000,Regulation Up
4/8/2011 3:00:00 PM,27.00000,Responsive Reserve Service
4/8/2011 4:00:00 PM,30.99000,Non Spin
4/8/2011 4:00:00 PM,2.68000,Regulation Down
4/8/2011 4:00:00 PM,31.85000,Regulation Up
4/8/2011 4:00:00 PM,31.99000,Responsive Reserve Service
4/8/2011 5:00:00 PM,28.09000,Non Spin
4/8/2011 5:00:00 PM,5.00000,Regulation Down
4/8/2011 5:00:00 PM,24.00000,Regulation Up
4/8/2011 5:00:00 PM,29.09000,Responsive Reserve Service
4/8/2011 6:00:00 PM,20.99000,Non Spin
4/8/2011 6:00:00 PM,5.00000,Regulation Down
4/8/2011 6:00:00 PM,28.11000,Regulation Up
4/8/2011 6:00:00 PM,22.99000,Responsive Reserve Service
4/8/2011 7:00:00 PM,7.22000,Non Spin
4/8/2011 7:00:00 PM,5.76000,Regulation Down
4/8/2011 7:00:00 PM,13.20000,Regulation Up
4/8/2011 7:00:00 PM,13.20000,Responsive Reserve Service
4/8/2011 8:00:00 PM,9.15000,Non Spin
4/8/2011 8:00:00 PM,5.00000,Regulation Down
4/8/2011 8:00:00 PM,16.66000,Regulation Up
4/8/2011 8:00:00 PM,14.83000,Responsive Reserve Service
4/8/2011 9:00:00 PM,5.45000,Non Spin
4/8/2011 9:00:00 PM,7.11000,Regulation Down
4/8/2011 9:00:00 PM,5.00000,Regulation Up
4/8/2011 9:00:00 PM,8.20000,Responsive Reserve Service
4/8/2011 10:00:00 PM,4.57000,Non Spin
4/8/2011 10:00:00 PM,8.35000,Regulation Down
4/8/2011 10:00:00 PM,10.36000,Regulation Up
4/8/2011 10:00:00 PM,10.00000,Responsive Reserve Service
4/8/2011 11:00:00 PM,5.31000,Non Spin
4/8/2011 11:00:00 PM,7.11000,Regulation Down
4/8/2011 11:00:00 PM,10.00000,Regulation Up
4/8/2011 11:00:00 PM,10.00000,Responsive Reserve Service
4/9/2011 12:00:00 AM,4.50000,Non Spin
4/9/2011 12:00:00 AM,3.74000,Regulation Down
4/9/2011 12:00:00 AM,4.50000,Regulation Up
